_ID,index_in_page,NAME,GROUP,DAY/TIME/ROOM1,DAY/TIME/ROOM2,DAY/TIME/ROOM3,DAY/TIME/ROOM4,PROFESSORS,PROFESSOR1,PROFESSOR2,PROFESSOR3,PROFESSOR4,DAY1,TIME1,ROOM1,DAY2,TIME2,ROOM2,DAY3,TIME3,ROOM3,DAY4,TIME4,ROOM4
158,159,QUIMICA GENERAL,A-I,MARTES/15-16/F1,JUEVES/15-17/F1,LUNES/8-11/LAB. DE QUIMICA EDIF. G,,JOSE JORGE DELGADO GARCIA/LAURA EDITH CASTELLANO TORRES,JOSE JORGE DELGADO GARCIA,LAURA EDITH CASTELLANO TORRES,,,MARTES,15-16,F1,JUEVES,15-17,F1,LUNES,8-11,LAB. DE QUIMICA EDIF. G,,,
159,160,QUIMICA GENERAL,B-IV,LUNES/10-12/ AUDITORIO EDIF.  G,VIERNES/11-12/AUDITORIO DEL EDIF. B,MARTES/11-14/LAB. DE QUIMICA EDIF. G,,ANDREA CEJA FERNANDEZ/ MA. CONCEPCION GARCIA CASTANEDA,ANDREA CEJA FERNANDEZ,MA. CONCEPCION GARCIA CASTANEDA,,,LUNES,10-12,AUDITORIO EDIF.  G,VIERNES,11-12,AUDITORIO DEL EDIF. B,MARTES,11-14,LAB. DE QUIMICA EDIF. G,,,
160,161,QUIMICA GENERAL,C-II,MIERCOLES/11-12/AUDITORIO G,VIERNES/10-12/AUDITORIO G,MIERCOLES/8-11/LAB. DE QUIMICA EDIF. G,,MA. CONCEPCION GARCIA CASTANEDA/EDGAR VAZQUEZ NUNEZ,MA. CONCEPCION GARCIA CASTANEDA,EDGAR VAZQUEZ NUNEZ,,,MIERCOLES,11-12,AUDITORIO G,VIERNES,10-12,AUDITORIO G,MIERCOLES,8-11,LAB. DE QUIMICA EDIF. G,,,
161,162,QUIMICA GENERAL,C-III,MIERCOLES/11-12/AUDITORIO G,VIERNES/10-12/AUDITORIO G,MIERCOLES/12-15/LAB. DE QUIMICA EDIF. G,,MA. CONCEPCION GARCIA CASTANEDA/SUSANA FIGUEROA GERSTENMAIER,MA. CONCEPCION GARCIA CASTANEDA,SUSANA FIGUEROA GERSTENMAIER,,,MIERCOLES,11-12,AUDITORIO G,VIERNES,10-12,AUDITORIO G,MIERCOLES,12-15,LAB. DE QUIMICA EDIF. G,,,
162,163,QUIMICA INORGANICA DESCRIPTIVA,A-I,JUEVES/9-10/ G1,VIERNES/8-10/F1,JUEVES/12-15/LAB. DE QUIMICA EDIF. G,,JOSE ANTONIO REYES AGUILERA,JOSE ANTONIO REYES AGUILERA,,,,JUEVES,9-10,G1,VIERNES,8-10,F1,JUEVES,12-15,LAB. DE QUIMICA EDIF. G,,,
163,164,QUIMICA INORGANICA DESCRIPTIVA,B-II,LUNES/10-11/C3,MARTES/10-12/F8,LUNES/11-14/LAB. DE QUIMICA EDIF. G,,MARIA DE LOS ANGELES MENDOZA,MARIA DE LOS ANGELES MENDOZA,,,,LUNES,10-11,C3,MARTES,10-12,F8,LUNES,11-14,LAB. DE QUIMICA EDIF. G,,,
164,165,QUIMICA ORGANICA AVANZADA,A-I,LUNES/12-14/F7,MARTES/13-14/F9,JUEVES/8-11/LAB. DE QUIMICA EDIF. F,,JOSE JORGE DELGADO GARCIA,JOSE JORGE DELGADO GARCIA,,,,LUNES,12-14,F7,MARTES,13-14,F9,JUEVES,8-11,LAB. DE QUIMICA EDIF. F,,,
165,166,QUIMICA ORGANICA AVANZADA,A-II,LUNES/12-14/F7,MARTES/13-14/F9,MIERCOLES/12-15/LAB. DE QUIMICA EDIF. F,,JOSE JORGE DELGADO GARCIA,JOSE JORGE DELGADO GARCIA,,,,LUNES,12-14,F7,MARTES,13-14,F9,MIERCOLES,12-15,LAB. DE QUIMICA EDIF. F,,,
166,167,QUIMICA ORGANICA BASICA,A-I,MARTES/8-10/G1,JUEVES/8-9/G1,LUNES/8-11/LAB. DE QUIMICA EDIF. F,,CHRISTIAN GOMEZ SOLIS/ ANA LILIA GONZALEZ YEBRA,CHRISTIAN GOMEZ SOLIS,ANA LILIA GONZALEZ YEBRA,,,MARTES,8-10,G1,JUEVES,8-9,G1,LUNES,8-11,LAB. DE QUIMICA EDIF. F,,,
167,168,QUIMICA ORGANICA BASICA,A-III,MARTES/8-10/G1,JUEVES/8-9/G1,VIERNES/8-11/LAB. DE QUIMICA EDIF. F,,CHRISTIAN GOMEZ SOLIS/ESTHELA PAOLA GARCIA TEJADA,CHRISTIAN GOMEZ SOLIS,ESTHELA PAOLA GARCIA TEJADA,,,MARTES,8-10,G1,JUEVES,8-9,G1,VIERNES,8-11,LAB. DE QUIMICA EDIF. F,,,
168,169,QUIMICA ORGANICA BASICA,A-V,MARTES/8-10/G1,JUEVES/8-9/G1,MARTES/13-16/LAB. DE QUIMICA EDIF. F,,CHRISTIAN GOMEZ SOLIS/ANA LILIA GONZALEZ YEBRA,CHRISTIAN GOMEZ SOLIS,ANA LILIA GONZALEZ YEBRA,,,MARTES,8-10,G1,JUEVES,8-9,G1,MARTES,13-16,LAB. DE QUIMICA EDIF. F,,,
169,170,QUIMICA ORGANICA BASICA,B-V,MIERCOLES/10-12/F7,VIERNES/10-11/F7,MARTES/13-16/LAB. DE QUIMICA EDIF. F,,BIRZABITH MENDOZA NOVELO/ANA LILIA GONZALEZ YEBRA,BIRZABITH MENDOZA NOVELO,ANA LILIA GONZALEZ YEBRA,,,MIERCOLES,10-12,F7,VIERNES,10-11,F7,MARTES,13-16,LAB. DE QUIMICA EDIF. F,,,
170,171,QUIMICA ORGANICA BASICA,B-VI,MIERCOLES/10-12/F7,VIERNES/10-11/F7,VIERNES/12-15/LAB. DE QUIMICA EDIF. F,,BIRZABITH MENDOZA NOVELO/MARIA ARACELI RUIZ AVALOS,BIRZABITH MENDOZA NOVELO,MARIA ARACELI RUIZ AVALOS,,,MIERCOLES,10-12,F7,VIERNES,10-11,F7,VIERNES,12-15,LAB. DE QUIMICA EDIF. F,,,
171,172,QUIMICA ORGANICA BASICA,C-II,MIERCOLES/11-12/F8,VIERNES/12-14/F8,MIERCOLES/8-11/LAB. DE QUIMICA EDIF. F,,MARIA DE LOS ANGELES MENDOZA/ANDREA CEJA FERNANDEZ,MARIA DE LOS ANGELES MENDOZA,ANDREA CEJA FERNANDEZ,,,MIERCOLES,11-12,F8,VIERNES,12-14,F8,MIERCOLES,8-11,LAB. DE QUIMICA EDIF. F,,,
172,173,QUIMICA ORGANICA BASICA,C-IV,MIERCOLES/11-12/F8,VIERNES/12-14/F8,LUNES/12-15/LAB. DE QUIMICA EDIF. F,,MARIA DE LOS ANGELES MENDOZA/FRANCISCO JAVIER OSORIO PUENTES,MARIA DE LOS ANGELES MENDOZA,FRANCISCO JAVIER OSORIO PUENTES,,,MIERCOLES,11-12,F8,VIERNES,12-14,F8,LUNES,12-15,LAB. DE QUIMICA EDIF. F,,,
173,174,RADIOLOGIA,A,LUNES/17-19/F5,MIERCOLES/17-19/F5,JUEVES/17-19/C2,,MANUEL IVAN LEON MADRID,MANUEL IVAN LEON MADRID,,,,LUNES,17-19,F5,MIERCOLES,17-19,F5,JUEVES,17-19,C2,,,
174,175,SEGURIDAD E HIGIENE LABORAL,A,JUEVES/15-18/AUDITORIO DE EDIF. G,,,,EDGAR VAZQUEZ NUNEZ,EDGAR VAZQUEZ NUNEZ,,,,JUEVES,15-18,AUDITORIO DE EDIF. G,,,,,,,,,
175,176,SIMULACION MOLECULAR Y QUIMICA COMPUTACIONAL,A,PENDIENTE,,,,LEONARDO ALVAREZ VALTIERRA/SUSANA FIGUEROA GERSTENMAIER/JULIO CESAR ARMAS PEREZ,LEONARDO ALVAREZ VALTIERRA,SUSANA FIGUEROA GERSTENMAIER,JULIO CESAR ARMAS PEREZ,,,,PENDIENTE,,,,,,,,,
176,177,SINTESIS DE POLIMEROS,A,MIERCOLES/17-19/F8,"JUEVES/17-19/LAB. DE QUIMICA, EDIF. F",,,BIRZABITH MENDOZA NOVELO/,BIRZABITH MENDOZA NOVELO,,,,MIERCOLES,17-19,F8,JUEVES,17-19,"LAB. DE QUIMICA, EDIF. F",,,,,,
177,178,SISTEMAS LINEALES,A,MARTES/10-12/F5,VIERNES/10-12/F9,,,HUETZIN AARON PEREZ OLIVAS,HUETZIN AARON PEREZ OLIVAS,,,,MARTES,10-12,F5,VIERNES,10-12,F9,,,,,,
178,179,SISTEMAS LINEALES,B,MARTES/12-14/G1,JUEVES/12-14/F9,,,ARTURO GONZALEZ VEGA,ARTURO GONZALEZ VEGA,,,,MARTES,12-14,G1,JUEVES,12-14,F9,,,,,,
179,180,SISTEMAS LINEALES,C,MARTES/17-19/F6,JUEVES/17-19/F6,,,EDUARDO MONTES RAMIREZ,EDUARDO MONTES RAMIREZ,,,,MARTES,17-19,F6,JUEVES,17-19,F6,,,,,,
180,181,TALLER DE HERRAMIENTAS PARA EL APRENDIZAJE,A,JUEVES/14-15/F5,VIERNES/13-15/CENTRO DE COMPUTO 1,,,JOSE GUSTAVO SAMANO DAVILA,JOSE GUSTAVO SAMANO DAVILA,,,,JUEVES,14-15,F5,VIERNES,13-15,CENTRO DE COMPUTO 1,,,,,,
181,182,TECNICAS FISICAS PARA DIAGNOSTICO MEDICO Y TERAPIA,A,MARTES/17-19/F8,JUEVES/17-19/F8,,,MARYSOL GARCIA PEREZ,MARYSOL GARCIA PEREZ,,,,MARTES,17-19,F8,JUEVES,17-19,F8,,,,,,
182,183,TEMAS SELECTOS DE INGENIERIA BIOMEDICA,A,LUNES/17-19/C2,MIERCOLES/18-19/C3,,,VICTOR HUGO HERNANDEZ GONZALEZ,VICTOR HUGO HERNANDEZ GONZALEZ,,,,LUNES,17-19,C2,MIERCOLES,18-19,C3,,,,,,
183,184,TEORIA CLASICA DE CAMPOS,A,LUNES/17-19/SALA DE JUNTAS EDIF. B,"JUEVES/17-19/SALA DE JUNTAS, EDIF. B",,,ALBERTO DIEZ TEJEDOR,ALBERTO DIEZ TEJEDOR,,,,LUNES,17-19,SALA DE JUNTAS EDIF. B,JUEVES,17-19,"SALA DE JUNTAS, EDIF. B",,,,,,
184,185,TEORIA DE GRUPOS,A,"LUNES/15-17/SALA DE JUNTAS EDIF, B",MIERCOLES/15-17/SALA DE JUNTAS EDIF. B,,,CARLOS ALBERTO VAQUERA ARAUJO,CARLOS ALBERTO VAQUERA ARAUJO,,,,LUNES,15-17,"SALA DE JUNTAS EDIF, B",MIERCOLES,15-17,SALA DE JUNTAS EDIF. B,,,,,,
185,186,TEORIA DE LA DISPERSION,A,MARTES/10-12/ SALA DE JUNTAS  EDIF. A,JUEVES/10-12/ SALA DE JUNTAS  EDIF. A,,,DAVID YVES GHISLAIN DELEPINE,DAVID YVES GHISLAIN DELEPINE,,,,MARTES,10-12,SALA DE JUNTAS  EDIF. A,JUEVES,10-12,SALA DE JUNTAS  EDIF. A,,,,,,
186,187,TERMODINAMICA,A-I,MARTES/13-15/F5,JUEVES/12-14/F5,"MARTES/8-10/LAB. DE TERMODINAMICA, EDIF. G",,FRANCISCO ALARCON OSEGUERA/MIGUEL ANGEL SANDOVAL PUENTES,FRANCISCO ALARCON OSEGUERA,MIGUEL ANGEL SANDOVAL PUENTES,,,MARTES,13-15,F5,JUEVES,12-14,F5,MARTES,8-10,"LAB. DE TERMODINAMICA, EDIF. G",,,
187,188,TERMODINAMICA,A-III,MARTES/13-15/F5,JUEVES/12-14/F5,"JUEVES/14-16/LAB. DE TERMODINAMICA, EDIF. G",,FRANCISCO ALARCON OSEGUERA/ARON HERNANDEZ TRINIDAD,FRANCISCO ALARCON OSEGUERA,ARON HERNANDEZ TRINIDAD,,,MARTES,13-15,F5,JUEVES,12-14,F5,JUEVES,14-16,"LAB. DE TERMODINAMICA, EDIF. G",,,
188,189,TERMODINAMICA,B-II,MARTES/8-10/ C3,VIERNES/8-10/C3,"VIERNES/10-12/LAB. DE QUIMICA, EDIF. G",,MARIA ARACELI RUIZ AVALOS/ARON HERNANDEZ TRINIDAD,MARIA ARACELI RUIZ AVALOS,ARON HERNANDEZ TRINIDAD,,,MARTES,8-10,C3,VIERNES,8-10,C3,VIERNES,10-12,"LAB. DE QUIMICA, EDIF. G",,,
189,190,TERMODINAMICA QUIMICA,A-I,LUNES/10-12/F2,MIERCOLES/8-10/CENTRO DE COMPUTO 2,VIERNES/8-10/LAB. DE QUIMICA EDIFICIO G,,SUSANA FIGUEROA GERSTENMAIER/JULIO CESAR ARMAS PEREZ,SUSANA FIGUEROA GERSTENMAIER,JULIO CESAR ARMAS PEREZ,,,LUNES,10-12,F2,MIERCOLES,8-10,CENTRO DE COMPUTO 2,VIERNES,8-10,LAB. DE QUIMICA EDIFICIO G,,,
190,191,TOPICOS SELECTOS DE ASTRONOMIA,A,LUNES/15-17/C2,JUEVES/15-17/C2,,,CARSTEN HOLTFORT,CARSTEN HOLTFORT,,,,LUNES,15-17,C2,JUEVES,15-17,C2,,,,,,
191,192,VARIABLE COMPLEJA,A,LUNES/8-10/F9,MIERCOLES/8-10/F9,,,JOSE TORRES ARENAS,JOSE TORRES ARENAS,,,,LUNES,8-10,F9,MIERCOLES,8-10,F9,,,,,,
192,193,VARIABLE COMPLEJA,B,MIERCOLES/10-12/G1,VIERNES/12-14/G1,,,GUSTAVO NIZ QUEVEDO,GUSTAVO NIZ QUEVEDO,,,,MIERCOLES,10-12,G1,VIERNES,12-14,G1,,,,,,
193,194,VARIABLE COMPLEJA,C,MARTES/12-14/C3,MIERCOLES/10-12/C3,,,OSCAR MIGUEL SABIDO MORENO,OSCAR MIGUEL SABIDO MORENO,,,,MARTES,12-14,C3,MIERCOLES,10-12,C3,,,,,,
